,key_update,key_update,key_update,key_update,key_update,key_update,key_update,key_update
52 rue Francois 1er 8th arr 75008 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,group_trip,none
52 rue Jenner 13th arr 75013 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
53 59 Kilburn High Road Maida Vale London Camden London NW6 5SB United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,group_trip,none
53 61 Southwark Bridge Road Southwark London SE1 9HH United Kingdom,none,none,none,none,queen_room,stayed_less_than_a_week,family_trip,none
53 Park Lane Westminster Borough London W1K 1QA United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
53 Rue Richard Lenoir 11th arr 75011 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
53 Upper Street Islington London N1 0UY United Kingdom,lounge_access,accessibility,none,none,double_room,stayed_less_than_a_week,family_trip,none
54 Queens Gate Kensington and Chelsea London SW7 5JW United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
54 Rue Saint Louis En L Ile 4th arr 75004 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
54 Upper Berkeley Street Westminster Borough London W1H 7QR United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
54 Uxbridge Road Shepherds Bush Hammersmith and Fulham London W12 8LP United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,solo,none
54 rue Pierre Charron 8th arr 75008 Paris France,none,none,none,suite,economy,stayed_less_than_a_week,family_trip,none
55 57 Avenue Raymond Poincare 16th arr 75016 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,park_view
55 61 Westbourne Terrace Westminster Borough London W2 3UY United Kingdom,none,none,none,none,deluxe_room,stayed_more_than_a_week,family_trip,none
55 Bld Rochechouart 9th arr 75009 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
55 rue Monge 5th arr 75005 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
56 57 Frith Street Westminster Borough London W1D 3JG United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,solo,none
56 rue de Montorgueil 2nd arr 75002 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
57 59 Welbeck Street Westminster Borough London W1G 9BL United Kingdom,none,none,none,none,twin_room,stayed_more_than_a_week,family_trip,none
58 Shepherds Bush Green Hammersmith and Fulham London W12 8QE United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
59 Leinster Square Kensington and Chelsea London W2 4PS United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
6 8 Rue Duphot 1st arr 75001 Paris France,none,none,none,suite,deluxe_room,stayed_less_than_a_week,family_trip,none
6 Avenue Fr miet 16th arr 75016 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,couple,none
6 Avenue Montaigne 8th arr 75008 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,city_view
6 Avenue Victor Hugo 16th arr 75116 Paris France,none,none,none,none,twin_room,stayed_less_than_a_week,family_trip,none
6 Boulevard Vincent Auriol 13th arr 75013 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
6 Frith Street Soho Westminster Borough London W1D 3JA United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
6 Hercules Road Lambeth London SE1 7DP United Kingdom,none,none,none,none,king_room,stayed_more_than_a_week,family_trip,none
6 Holywell Lane Hackney London EC2A 3ET United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
6 Rue Blaise Desgoffe 6th arr 75006 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
6 Rue Constance 18th arr 75018 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
6 Rue De La Tour 16th arr 75016 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
6 Rue Lecluse 17th arr 75017 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
6 Rue Pierre Demours 17th arr 75017 Paris France,none,none,none,none,economy,stayed_less_than_a_week,group_trip,park_view
6 Rue Saint Lambert 15th arr 75015 Paris France,none,none,none,none,king_room,stayed_less_than_a_week,group_trip,none
6 Rue Saint Placide 6th arr 75006 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
6 Rue de l Arcade 8th arr 75008 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
6 Via Aristotile Fioravanti Garibaldi Station 20154 Milan Italy,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
6 Waterloo Place Westminster Borough London SW1Y 4AN United Kingdom,none,none,none,suite,queen_room,stayed_less_than_a_week,family_trip,room_with_view
6 rue Balzac 8th arr 75008 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
6 rue Buffault 9th arr 75009 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
6 rue Chauveau Lagarde 8th arr 75008 Paris France,none,none,none,none,economy,stayed_less_than_a_week,family_trip,none
6 rue Gustave Charpentier 17th arr 75017 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
6 rue du General Lanrezac 17th arr 75017 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
6 rue du Helder 9th arr 75009 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
60 Hyde Park gate Kensington and Chelsea London SW7 5BB United Kingdom,none,none,none,suite,queen_room,stayed_more_than_a_week,family_trip,none
60 Pentonville Road Islington London N1 9LA United Kingdom,lounge_access,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
60 rue Richer 9th arr 75009 Paris France,none,none,none,apartment,deluxe_room,stayed_more_than_a_week,family_trip,none
61 Gloucester Road Kensington and Chelsea London SW7 4PE United Kingdom,none,none,none,studio,queen_room,stayed_less_than_a_week,family_trip,none
61 Lincoln s Inn Fields Camden London WC2A 3JW United Kingdom,none,none,none,suite,queen_room,stayed_more_than_a_week,family_trip,none
61 Quai De Grenelle 15th arr 75015 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
61 rue de la Voute 12th arr 75012 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
62 Rue Des Mathurins 8th arr 75008 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
62 Rue Saint Dominique 7th arr 75007 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
626 Chiswick High St Chiswick London W4 5RY United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
628 Western Avenue London W3 0TA United Kingdom,none,none,none,none,king_room,stayed_more_than_a_week,business_trip,none
63 rue de Richelieu 2nd arr 75002 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
64 76 Hendon Way London NW2 2NL United Kingdom,none,none,none,none,triple_room,stayed_more_than_a_week,family_trip,none
64 Avenue Marceau 8th arr 75008 Paris France,none,none,none,none,king_room,stayed_less_than_a_week,business_trip,none
64 Boulevard de Grenelle 15th arr 75015 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
64 Rue Crozatier 12th arr 75012 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
64 Rue de l Arbre Sec 1st arr 75001 Paris France,none,none,none,suite,deluxe_room,stayed_less_than_a_week,family_trip,none
65 73 Shaftesbury Avenue Westminster Borough London W1D 6EX United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
65 rue Blanche 9th arr 75009 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
65 rue des Saints P res 6th arr 75006 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
66 Boulevard Barb s 18th arr 75018 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
66 Great Queen Street Covent Garden Camden London WC2B 5BX United Kingdom,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
66 Knightsbridge Westminster Borough London SW1X 7LA United Kingdom,none,none,none,suite,none,stayed_more_than_a_week,family_trip,courtyard_view
67 rue Blanche 9th arr 75009 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT United Kingdom,none,none,none,suite,economy,stayed_more_than_a_week,family_trip,none
68 Boulevard De Clichy 18th arr 75018 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
68 Regent Street West End Mayfair Westminster Borough London W1B 4DY United Kingdom,none,none,none,suite,king_room,stayed_more_than_a_week,family_trip,none
69 Boulevard Victor 15th arr 75015 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
69 Vincent Square Westminster Borough London SW1P 2PA United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
7 11 Queensberry Place Kensington and Chelsea London SW7 2DL United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
7 11 Rue Saint Benoit 6th arr 75006 Paris France,spa_access,none,none,none,more_than_one_room,stayed_more_than_a_week,family_trip,none
7 8 Park Place Westminster Borough London SW1A 1LP United Kingdom,none,none,none,suite,superior_room,stayed_more_than_a_week,family_trip,none
7 9 Copthall Avenue City of London London EC2R 7NJ United Kingdom,none,none,none,suite,king_room,stayed_less_than_a_week,family_trip,none
7 9 High Street Kensington Kensington and Chelsea London W8 5NP United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
7 9 Rue Pierre Chausson 10th arr 75010 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,none
7 9 rue du Conservatoire 9th arr 75009 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
7 Boulevard Bourdon 4th arr 75004 Paris France,none,none,none,suite,more_than_one_room,stayed_less_than_a_week,family_trip,none
7 Gracechurch Street City of London London EC3V 0DR United Kingdom,none,none,none,suite,queen_room,stayed_less_than_a_week,family_trip,none
7 Montague Street Bloomsbury Camden London WC1B 5BP United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,group_trip,none
7 Pepys Street City of London London EC3N 4AF United Kingdom,lounge_access,none,none,none,queen_room,stayed_less_than_a_week,family_trip,none
7 Rue De L h tel Colbert 5th arr 75005 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,group_trip,room_with_view
7 Rue Du Bourg L abb 3rd arr 75003 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
7 Rue Magellan 8th arr 75008 Paris France,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
7 Rue Paul Albert 18th arr 75018 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
7 Rue Rennequin 17th arr 75017 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
7 Rue des Petits H tels 10th arr 75010 Paris France,none,none,none,suite,double_room,stayed_less_than_a_week,family_trip,none
7 Western Gateway Royal Victoria Dock Newham London E16 1AA United Kingdom,none,none,none,none,queen_room,stayed_less_than_a_week,family_trip,none
7 rue Casimir Delavigne 6th arr 75006 Paris France,none,accessibility,none,duplex,double_room,stayed_more_than_a_week,family_trip,none
7 rue Cl ment Marot 8th arr 75008 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
7 rue d Argenson 8th arr 75008 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,business_trip,none
7 rue de Berri 8th arr 75008 Paris France,none,none,none,suite,double_room,stayed_more_than_a_week,family_trip,none
7 rue du G n ral de Larminat 15th arr 75015 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,paris_view
70 avenue des Champs Elysees 8th arr 75008 Paris France,none,none,none,none,deluxe_room,stayed_less_than_a_week,family_trip,city_view
71 79 Southwark Street Southwark London SE1 0JA United Kingdom,none,none,none,none,queen_room,stayed_more_than_a_week,family_trip,none
71 Rue de Charonne 11th arr 75011 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
71 Vincent Square Westminster Borough London SW1P 2PA United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
74 rue Amelot 11th arr 75011 Paris France,none,none,none,suite,economy,stayed_more_than_a_week,group_trip,none
75 Gower Street Camden London WC1E 6HJ United Kingdom,none,none,none,none,single_room,stayed_more_than_a_week,family_trip,none
78 82 Westbourne Terrace Westminster Borough London W2 6QA United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
78 84 Sussex Gardens Westminster Borough London W2 1UH United Kingdom,none,none,none,none,double_room,stayed_more_than_a_week,family_trip,none
78 Bis Avenue Marceau 8th arr 75008 Paris France,none,none,none,none,luxury_room,stayed_more_than_a_week,family_trip,paris_view
78 Rue Blomet 15th arr 75015 Paris France,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
79 81 avenue du Maine 14th arr 75014 Paris France,none,none,none,none,king_room,stayed_less_than_a_week,solo,none
79 rue Saint Dominique 7th arr 75007 Paris France,none,none,none,none,single_room,stayed_less_than_a_week,family_trip,none
8 10 Queensberry Place Kensington and Chelsea London SW7 2EA United Kingdom,none,none,none,suite,balcony_room,stayed_more_than_a_week,group_trip,none
8 10 Rue F licien David 16th arr 75016 Paris France,none,none,none,none,economy,stayed_more_than_a_week,family_trip,none
8 12 Manchester Street Westminster Borough London W1U 4DG United Kingdom,none,none,none,suite,double_room,stayed_more_than_a_week,business_trip,none
8 14 Talbot Sq Paddington Westminster Borough London W2 1TS United Kingdom,none,none,none,suite,king_room,stayed_more_than_a_week,family_trip,none
8 18 London Bridge St Southwark London SE1 9SG United Kingdom,none,none,none,none,double_room,stayed_less_than_a_week,family_trip,none
